categories,fund_code,fund_code_descr,departments,organization,organization_descr,program_code,program_code_descr,account,account_descr,fiscal_year,adopted,amended,actual,fiscal_year_descr,row_id
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410100,Secured Property Tax,2017,23667101,23667101,24834630.74,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410100
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410110,Unsecured Property Tax,2017,800417,800417,759591.82,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410110
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410120,Supplemental Property Tax,2017,500000,500000,706425.92,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410120
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410130,Homeowners Property Tax,2017,157584,157584,152395.49,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410130
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410135,Delinquent Tax - Penalties/Int,2017,50000,50000,56363.04,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410135
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410140,Property Transfer Tax,2017,750000,750000,765567.38,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410140
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410145,Property Tax In-Lieu of VLF,2017,9906688,9906688,10489958,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410145
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410160,Sales Tax,2017,54600000,54600000,56568013.96,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410160
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410165,Sales Tax In-Lieu,2017,0,0,0,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410165
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410180,Transient Occupancy Tax,2017,8531000,8531000,8924854.31,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410180
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410190,Electric Utility Franchise Tax,2017,1310319,1310319,1160304.07,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410190
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410200,Cable TV Franchise Tax,2017,1214800,1214800,1043105.56,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410200
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410205,PEG Cable TV Franchise Tax,2017,100900,100900,73480.97,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410205
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410210,Gas Utility Franchise Tax,2017,252200,252200,191013.49,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410210
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410220,Business License Tax,2017,953052,953052,930908.15,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410220
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410221,Business License Web Fee,2017,0,0,-11979.84,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410221
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410225,Solid WasteHauler Frnchise Tax,2017,2082937,2082937,2125727.29,2016  -  2017,FY2017PRG50540FND101DEP13200ACC410225
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,415210,Special Business Permits,2017,100,100,215,2016  -  2017,FY2017PRG50540FND101DEP13200ACC415210
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,415250,Operator's Permits,2017,1300,1300,2700,2016  -  2017,FY2017PRG50540FND101DEP13200ACC415250
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,415999,Other Permits,2017,24300,24300,29613,2016  -  2017,FY2017PRG50540FND101DEP13200ACC415999
Investment Income,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,180800,180800,411666.19,2016  -  2017,FY2017PRG50540FND101DEP13200ACC425100
Rental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,425150,GASB 31 Market Value Adjustmnt,2017,0,0,-587008.45,2016  -  2017,FY2017PRG50540FND101DEP13200ACC425150
Investment Income,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,425999,Other Interest,2017,0,0,11890.12,2016  -  2017,FY2017PRG50540FND101DEP13200ACC425999
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430205,Motor Vehicle In-Lieu Tax,2017,48000,48000,51340.47,2016  -  2017,FY2017PRG50540FND101DEP13200ACC430205
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430285,Reimb. of Mandated Costs,2017,60000,60000,54298,2016  -  2017,FY2017PRG50540FND101DEP13200ACC430285
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430399,Other County Grants,2017,0,117720,117936,2016  -  2017,FY2017PRG50540FND101DEP13200ACC430399
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430499,Other Governmental Agencies,2017,117720,0,0,2016  -  2017,FY2017PRG50540FND101DEP13200ACC430499
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435290,Jail Booking Fees - City,2017,0,0,0,2016  -  2017,FY2017PRG50540FND101DEP13200ACC435290
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435500,Special Events,2017,31240,31240,24925,2016  -  2017,FY2017PRG50540FND101DEP13200ACC435500
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435630,Sale of Maps & Publications,2017,900,900,190,2016  -  2017,FY2017PRG50540FND101DEP13200ACC435630
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435640,Sale of Other Supplies,2017,1700,1700,680,2016  -  2017,FY2017PRG50540FND101DEP13200ACC435640
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435999,Other Charges for Services,2017,14000,14000,2786.75,2016  -  2017,FY2017PRG50540FND101DEP13200ACC435999
Rental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,445100,"Buildings/Grounds, Rental",2017,212962,212962,228128.09,2016  -  2017,FY2017PRG50540FND101DEP13200ACC445100
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,450100,Contributions,2017,1500,1500,17868,2016  -  2017,FY2017PRG50540FND101DEP13200ACC450100
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455180,Construction Permit Insp. Fees,2017,75000,75000,2245,2016  -  2017,FY2017PRG50540FND101DEP13200ACC455180
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455210,Damage to City Property,2017,25000,25000,53752.37,2016  -  2017,FY2017PRG50540FND101DEP13200ACC455210
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455220,Civil Subpoena Costs,2017,10706,10706,10695,2016  -  2017,FY2017PRG50540FND101DEP13200ACC455220
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455999,Other Reimbursements,2017,200000,200000,164015.75,2016  -  2017,FY2017PRG50540FND101DEP13200ACC455999
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,465600,Nonoperating Income - Other,2017,649101,649101,0,2016  -  2017,FY2017PRG50540FND101DEP13200ACC465600
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,499150,Sale of Other Equipment,2017,900,900,0,2016  -  2017,FY2017PRG50540FND101DEP13200ACC499150
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,499999,Other,2017,111900,111900,135230,2016  -  2017,FY2017PRG50540FND101DEP13200ACC499999
Investment Income,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,20000,20000,84426.92,2016  -  2017,FY2017PRG50540FND201DEP13200ACC425100
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430218,Gasoline Tax - Section 2103,2017,267597,267597,305880.93,2016  -  2017,FY2017PRG50540FND201DEP13200ACC430218
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430220,Gasoline Tax - Section 2105,2017,708602,708602,643945.08,2016  -  2017,FY2017PRG50540FND201DEP13200ACC430220
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430225,Gasoline Tax - Section 2106,2017,350675,350675,418537.96,2016  -  2017,FY2017PRG50540FND201DEP13200ACC430225
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430230,Gasoline Tax - Section 2107.1,2017,984007,984007,816417.75,2016  -  2017,FY2017PRG50540FND201DEP13200ACC430230
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430235,Gasoline Tax - Section 2107.5,2017,10000,10000,10000,2016  -  2017,FY2017PRG50540FND201DEP13200ACC430235
Taxes,202,Prop 172 -- Public Safety Fund,Finance,13200,Financial Operations,50540,Treasury,410170,Sales Tax - Prop 172,2017,1086253,1086253,1035022.19,2016  -  2017,FY2017PRG50540FND202DEP13200ACC410170
Investment Income,203,Air Quality Improvement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,2500,2500,1725.58,2016  -  2017,FY2017PRG50540FND203DEP13200ACC425100
Intergovernmental,203,Air Quality Improvement Fund,Finance,13200,Financial Operations,50540,Treasury,430240,Air Quality Improvement Fees,2017,125000,125000,146347.49,2016  -  2017,FY2017PRG50540FND203DEP13200ACC430240
Investment Income,205,HOME Program Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,0,0,487.99,2016  -  2017,FY2017PRG50540FND205DEP13200ACC425100
Investment Income,207,CDBG Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,0,0,463.47,2016  -  2017,FY2017PRG50540FND207DEP13200ACC425100
Investment Income,208,Park Development Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,15000,15000,47039.91,2016  -  2017,FY2017PRG50540FND208DEP13200ACC425100
Investment Income,209,Drainage Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,9000,9000,18964.93,2016  -  2017,FY2017PRG50540FND209DEP13200ACC425100
Intergovernmental,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50540,Treasury,430290,Citizens' Option Public Safety,2017,203404,203404,220435.81,2016  -  2017,FY2017PRG50540FND213DEP13200ACC430290
Transfers In,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50540,Treasury,460100,Operating Transfers In,2017,44544,44544,0,2016  -  2017,FY2017PRG50540FND213DEP13200ACC460100
Investment Income,214,Traffic Impact Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,20000,20000,30967.37,2016  -  2017,FY2017PRG50540FND214DEP13200ACC425100
Investment Income,216,Rental Rehab Program Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,0,0,958.06,2016  -  2017,FY2017PRG50540FND216DEP13200ACC425100
Investment Income,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,12000,12000,5417.59,2016  -  2017,FY2017PRG50540FND217DEP13200ACC425100
Investment Income,218,Fire System Dev. Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,2700,2700,3308.71,2016  -  2017,FY2017PRG50540FND218DEP13200ACC425100
Investment Income,219,Local Law Enforcement Block Gr,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,0,0,109.63,2016  -  2017,FY2017PRG50540FND219DEP13200ACC425100
Investment Income,401,Capital Improvements Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,140000,140000,220056.61,2016  -  2017,FY2017PRG50540FND401DEP13200ACC425100
Investment Income,403,"Measure M"" Construction Fund""",Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,0,0,0,2016  -  2017,FY2017PRG50540FND403DEP13200ACC425100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410100,Secured Property Tax,2017,2000,2000,3343.07,2016  -  2017,FY2017PRG50540FND409DEP13200ACC410100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410110,Unsecured Property Tax,2017,11,11,12.67,2016  -  2017,FY2017PRG50540FND409DEP13200ACC410110
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410120,Supplemental Property Tax,2017,10,10,11.83,2016  -  2017,FY2017PRG50540FND409DEP13200ACC410120
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410130,Homeowners Property Tax,2017,1,1,2.54,2016  -  2017,FY2017PRG50540FND409DEP13200ACC410130
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410135,Delinquent Tax - Penalties/Int,2017,1,1,1,2016  -  2017,FY2017PRG50540FND409DEP13200ACC410135
Investment Income,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,105,105,188.66,2016  -  2017,FY2017PRG50540FND409DEP13200ACC425100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410100,Secured Property Tax,2017,4200,4200,6699.04,2016  -  2017,FY2017PRG50540FND410DEP13200ACC410100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410110,Unsecured Property Tax,2017,0,0,10.56,2016  -  2017,FY2017PRG50540FND410DEP13200ACC410110
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410120,Supplemental Property Tax,2017,0,0,9.89,2016  -  2017,FY2017PRG50540FND410DEP13200ACC410120
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410130,Homeowners Property Tax,2017,0,0,2.12,2016  -  2017,FY2017PRG50540FND410DEP13200ACC410130
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410135,Delinquent Tax - Penalties/Int,2017,0,0,0.83,2016  -  2017,FY2017PRG50540FND410DEP13200ACC410135
Investment Income,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,250,250,356.56,2016  -  2017,FY2017PRG50540FND410DEP13200ACC425100
Investment Income,414,"Measure M"" Turnback Fund""",Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,0,0,0,2016  -  2017,FY2017PRG50540FND414DEP13200ACC425100
Intergovernmental,415,"Measure M2"" Fund""",Finance,13200,Financial Operations,50540,Treasury,430312,"Measure M2"" Regional Grant""",2017,900000,900000,0,2016  -  2017,FY2017PRG50540FND415DEP13200ACC430312
Investment Income,416,"Measure M2"" Fairshare""",Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,12000,12000,50619.54,2016  -  2017,FY2017PRG50540FND416DEP13200ACC425100
Intergovernmental,416,"Measure M2"" Fairshare""",Finance,13200,Financial Operations,50540,Treasury,430306,"Measure M2"" Fairshare""",2017,1979250,1979250,2461469.86,2016  -  2017,FY2017PRG50540FND416DEP13200ACC430306
Investment Income,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,30000,30000,12202,2016  -  2017,FY2017PRG50540FND601DEP13200ACC425100
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499120,Sale of Automotive Equipment,2017,10000,10000,10485.15,2016  -  2017,FY2017PRG50540FND601DEP13200ACC499120
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499150,Sale of Other Equipment,2017,0,0,58645.29,2016  -  2017,FY2017PRG50540FND601DEP13200ACC499150
Charges for Service,601,Equipment Replacement Fund,Public Services,19500,Maintenance Services,50540,Treasury,435999,Other Charges for Services,2017,2000,2000,0,2016  -  2017,FY2017PRG50540FND601DEP19500ACC435999
Investment Income,602,Self-Insurance Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,18000,18000,44987.76,2016  -  2017,FY2017PRG50540FND602DEP13200ACC425100
Investment Income,603,IT Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2017,1500,1500,18897.64,2016  -  2017,FY2017PRG50540FND603DEP13200ACC425100
