fiscal_year,adopted,amended,expended,categories,sub_categories,fund_code,departments,organization,organization_descr,program_code,account_groupings,account,fund_code_descr,program_code_descr,account_descr,fiscal_year_descr,row_id
2017,3950,3950,679.98,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,510300,General Fund,Fields/Field Ambassadors,Small Tools and Equipment,2016  -  2017,FY2017PRG40216FND101DEP14300ACC510300
2017,2000,2000,146,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,510400,General Fund,Fields/Field Ambassadors,Uniforms and Clothing,2016  -  2017,FY2017PRG40216FND101DEP14300ACC510400
2017,0,0,39.22,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,510500,General Fund,Fields/Field Ambassadors,Safety and Health,2016  -  2017,FY2017PRG40216FND101DEP14300ACC510500
2017,100,100,372.97,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,510600,General Fund,Fields/Field Ambassadors,Maintenance and Construction,2016  -  2017,FY2017PRG40216FND101DEP14300ACC510600
2017,0,0,5.77,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,520100,General Fund,Fields/Field Ambassadors,Postage,2016  -  2017,FY2017PRG40216FND101DEP14300ACC520100
2017,0,0,4.99,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Maintenance and Operations,540900,General Fund,Youth Sports,Other Costs,2016  -  2017,FY2017PRG40218FND101DEP14300ACC540900
2017,0,0,74.37,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,540900,General Fund,Senior Center,Other Costs,2016  -  2017,FY2017PRG40231FND101DEP14300ACC540900
2017,0,0,2.33,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40232,Maintenance and Operations,540900,General Fund,Day Camp,Other Costs,2016  -  2017,FY2017PRG40232FND101DEP14300ACC540900
2017,7425,6525,5259.8,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,525800,General Fund,Fields/Field Ambassadors,Other Equipment,2016  -  2017,FY2017PRG40216FND101DEP14300ACC525800
2017,190500,190500,153729.56,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,535400,General Fund,Fields/Field Ambassadors,External Rent,2016  -  2017,FY2017PRG40216FND101DEP14300ACC535400
2017,19516,19516,13363.67,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,536100,General Fund,Fields/Field Ambassadors,Internal Rent - Maintenance,2016  -  2017,FY2017PRG40216FND101DEP14300ACC536100
2017,10050,10050,10050,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40216,Maintenance and Operations,536200,General Fund,Fields/Field Ambassadors,Internal Rent - Fleet,2016  -  2017,FY2017PRG40216FND101DEP14300ACC536200
2017,62465,62465,60004.38,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Salaries and Benefits,501300,General Fund,Youth Sports,Regular Salaries - Part-Time,2016  -  2017,FY2017PRG40218FND101DEP14300ACC501300
2017,3840,3840,0,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Salaries and Benefits,501900,General Fund,Youth Sports,Other Compensation,2016  -  2017,FY2017PRG40218FND101DEP14300ACC501900
2017,0,0,919,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Salaries and Benefits,505200,General Fund,Youth Sports,Medicare,2016  -  2017,FY2017PRG40218FND101DEP14300ACC505200
2017,8839,8839,11799.71,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Salaries and Benefits,505300,General Fund,Youth Sports,Retirement,2016  -  2017,FY2017PRG40218FND101DEP14300ACC505300
2017,1000,1000,49.95,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Salaries and Benefits,505500,General Fund,Youth Sports,Professional Development,2016  -  2017,FY2017PRG40218FND101DEP14300ACC505500
2017,1200,1200,779.83,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Maintenance and Operations,510100,General Fund,Youth Sports,Stationery and Office,2016  -  2017,FY2017PRG40218FND101DEP14300ACC510100
2017,1200,1200,542.52,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Maintenance and Operations,510200,General Fund,Youth Sports,"Multi-Media, Promos, Subscrpt.",2016  -  2017,FY2017PRG40218FND101DEP14300ACC510200
2017,5700,4700,4543.67,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Maintenance and Operations,510300,General Fund,Youth Sports,Small Tools and Equipment,2016  -  2017,FY2017PRG40218FND101DEP14300ACC510300
2017,4900,4900,6178.32,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Maintenance and Operations,510400,General Fund,Youth Sports,Uniforms and Clothing,2016  -  2017,FY2017PRG40218FND101DEP14300ACC510400
2017,1350,1350,547.89,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Maintenance and Operations,510500,General Fund,Youth Sports,Safety and Health,2016  -  2017,FY2017PRG40218FND101DEP14300ACC510500
2017,0,2500,845,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40218,Maintenance and Operations,530800,General Fund,Youth Sports,Recreation,2016  -  2017,FY2017PRG40218FND101DEP14300ACC530800
2017,4737,4737,5187.92,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Salaries and Benefits,501200,General Fund,Adult Sports Futsal,Regular Salaries - Non-Sworn,2016  -  2017,FY2017PRG40222FND101DEP14300ACC501200
2017,2844,2844,1409.18,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Salaries and Benefits,501300,General Fund,Adult Sports Futsal,Regular Salaries - Part-Time,2016  -  2017,FY2017PRG40222FND101DEP14300ACC501300
2017,0,0,188.49,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Salaries and Benefits,501400,General Fund,Adult Sports Futsal,Overtime,2016  -  2017,FY2017PRG40222FND101DEP14300ACC501400
2017,0,0,259.08,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Salaries and Benefits,501900,General Fund,Adult Sports Futsal,Other Compensation,2016  -  2017,FY2017PRG40222FND101DEP14300ACC501900
2017,1103,1103,1140.9,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Salaries and Benefits,505100,General Fund,Adult Sports Futsal,Cafeteria Plan,2016  -  2017,FY2017PRG40222FND101DEP14300ACC505100
2017,69,69,118.77,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Salaries and Benefits,505200,General Fund,Adult Sports Futsal,Medicare,2016  -  2017,FY2017PRG40222FND101DEP14300ACC505200
2017,1347,1347,1471.08,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Salaries and Benefits,505300,General Fund,Adult Sports Futsal,Retirement,2016  -  2017,FY2017PRG40222FND101DEP14300ACC505300
2017,100,100,0,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Maintenance and Operations,510100,General Fund,Adult Sports Futsal,Stationery and Office,2016  -  2017,FY2017PRG40222FND101DEP14300ACC510100
2017,0,700,729.5,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Maintenance and Operations,510200,General Fund,Adult Sports Futsal,"Multi-Media, Promos, Subscrpt.",2016  -  2017,FY2017PRG40222FND101DEP14300ACC510200
2017,2500,6800,5571.99,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Maintenance and Operations,510300,General Fund,Adult Sports Futsal,Small Tools and Equipment,2016  -  2017,FY2017PRG40222FND101DEP14300ACC510300
2017,700,700,0,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Maintenance and Operations,510400,General Fund,Adult Sports Futsal,Uniforms and Clothing,2016  -  2017,FY2017PRG40222FND101DEP14300ACC510400
2017,5000,0,0,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40222,Maintenance and Operations,530800,General Fund,Adult Sports Futsal,Recreation,2016  -  2017,FY2017PRG40222FND101DEP14300ACC530800
2017,76896,76896,106405.79,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Salaries and Benefits,501200,General Fund,Senior Center,Regular Salaries - Non-Sworn,2016  -  2017,FY2017PRG40231FND101DEP14300ACC501200
2017,254245,243245,221102.84,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Salaries and Benefits,501300,General Fund,Senior Center,Regular Salaries - Part-Time,2016  -  2017,FY2017PRG40231FND101DEP14300ACC501300
2017,0,0,6.2,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Salaries and Benefits,501400,General Fund,Senior Center,Overtime,2016  -  2017,FY2017PRG40231FND101DEP14300ACC501400
2017,23429,23429,4444.72,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Salaries and Benefits,501900,General Fund,Senior Center,Other Compensation,2016  -  2017,FY2017PRG40231FND101DEP14300ACC501900
2017,21504,21504,30535.74,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Salaries and Benefits,505100,General Fund,Senior Center,Cafeteria Plan,2016  -  2017,FY2017PRG40231FND101DEP14300ACC505100
2017,1176,1176,4950.8,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Salaries and Benefits,505200,General Fund,Senior Center,Medicare,2016  -  2017,FY2017PRG40231FND101DEP14300ACC505200
2017,84032,84032,92648.36,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Salaries and Benefits,505300,General Fund,Senior Center,Retirement,2016  -  2017,FY2017PRG40231FND101DEP14300ACC505300
2017,945,945,1766.86,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Salaries and Benefits,505500,General Fund,Senior Center,Professional Development,2016  -  2017,FY2017PRG40231FND101DEP14300ACC505500
2017,6000,5634,4756.99,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,510100,General Fund,Senior Center,Stationery and Office,2016  -  2017,FY2017PRG40231FND101DEP14300ACC510100
2017,2000,30300,25379.45,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,510200,General Fund,Senior Center,"Multi-Media, Promos, Subscrpt.",2016  -  2017,FY2017PRG40231FND101DEP14300ACC510200
2017,35799,21378,11455.56,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,510300,General Fund,Senior Center,Small Tools and Equipment,2016  -  2017,FY2017PRG40231FND101DEP14300ACC510300
2017,1000,1000,1285.83,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,510400,General Fund,Senior Center,Uniforms and Clothing,2016  -  2017,FY2017PRG40231FND101DEP14300ACC510400
2017,1500,3400,2899.74,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,510500,General Fund,Senior Center,Safety and Health,2016  -  2017,FY2017PRG40231FND101DEP14300ACC510500
2017,0,0,6131.48,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,510600,General Fund,Senior Center,Maintenance and Construction,2016  -  2017,FY2017PRG40231FND101DEP14300ACC510600
2017,45000,45000,42288.84,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,515100,General Fund,Senior Center,Electricity - Buildings & Fac.,2016  -  2017,FY2017PRG40231FND101DEP14300ACC515100
2017,5000,5000,5789.21,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,515400,General Fund,Senior Center,Gas,2016  -  2017,FY2017PRG40231FND101DEP14300ACC515400
2017,2000,2000,9456.08,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,515500,General Fund,Senior Center,Water - Domestic,2016  -  2017,FY2017PRG40231FND101DEP14300ACC515500
2017,48064,48278,49377.17,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,515800,General Fund,Senior Center,Janitorial and Housekeeping,2016  -  2017,FY2017PRG40231FND101DEP14300ACC515800
2017,7000,13500,16203.23,Leisure and Community Svcs,Community Programs,101,Parks and Community Services,14300,Recreation Division,40231,Maintenance and Operations,520100,General Fund,Senior Center,Postage,2016  -  2017,FY2017PRG40231FND101DEP14300ACC520100
